consumer:0,ccn.message.VirtualInterest,count,0,0.0,time,0,0.0,size,0,0.0
consumer:0,ccn.message.Interest,count,0,0.0,time,0,0.0,size,0,0.0
consumer:0,ccn.message.ContentObject,count,12,92.30769,time,12,92.30769,size,252,99.604744
consumer:0,ccn.message.NACK,count,0,0.0,time,0,0.0,size,0,0.0
consumer:0,ccn.message.RIPMessage,count,1,7.692308,time,1,7.692308,size,1,0.39525694
router:1,ccn.message.VirtualInterest,count,0,0.0,time,0,0.0,size,0,0.0
router:1,ccn.message.Interest,count,16,88.88889,time,16,88.88889,size,16,42.105263
router:1,ccn.message.ContentObject,count,1,5.555556,time,1,5.555556,size,21,55.263157
router:1,ccn.message.NACK,count,0,0.0,time,0,0.0,size,0,0.0
router:1,ccn.message.RIPMessage,count,1,5.555556,time,1,5.555556,size,1,2.631579
router:2,ccn.message.VirtualInterest,count,12,80.0,time,12,80.0,size,12,34.285717
router:2,ccn.message.Interest,count,1,6.666667,time,1,6.666667,size,1,2.857143
router:2,ccn.message.ContentObject,count,1,6.666667,time,1,6.666667,size,21,60.000004
router:2,ccn.message.NACK,count,0,0.0,time,0,0.0,size,0,0.0
router:2,ccn.message.RIPMessage,count,1,6.666667,time,1,6.666667,size,1,2.857143
router:3,ccn.message.VirtualInterest,count,12,80.0,time,12,80.0,size,12,34.285717
router:3,ccn.message.Interest,count,1,6.666667,time,1,6.666667,size,1,2.857143
router:3,ccn.message.ContentObject,count,1,6.666667,time,1,6.666667,size,21,60.000004
router:3,ccn.message.NACK,count,0,0.0,time,0,0.0,size,0,0.0
router:3,ccn.message.RIPMessage,count,1,6.666667,time,1,6.666667,size,1,2.857143
producer:4,ccn.message.VirtualInterest,count,12,92.30769,time,12,92.30769,size,12,92.30769
producer:4,ccn.message.Interest,count,1,7.692308,time,1,7.692308,size,1,7.692308
producer:4,ccn.message.ContentObject,count,0,0.0,time,0,0.0,size,0,0.0
producer:4,ccn.message.NACK,count,0,0.0,time,0,0.0,size,0,0.0
producer:4,ccn.message.RIPMessage,count,0,0.0,time,0,0.0,size,0,0.0